,배우명,드라마명,역할,성별,장르,방영요일,방송사,나이,방영년도,가중평점,결혼여부
0,정해인,설강화,주연,남자,"['drama', 'society', 'romance']","['saturday', ' sunday']",['JTBC'],34,2021,8.2,미혼
1,정해인,D.P.,주연,남자,"['drama', 'action', 'hist_war']",['friday'],['NETFLIX'],34,2021,8.43,미혼
2,정해인,반의반,주연,남자,"['drama', 'romance']","['monday', ' tuesday']",['TVN'],33,2020,7.97,미혼
3,정해인,봄밤,주연,남자,"['drama', 'romance']","['thursday', ' wednesday']","['MBC', ' NETFLIX']",32,2019,8.17,미혼
4,정해인,밥 잘 사주는 예쁜 누나,주연,남자,"['drama', 'romance']","['friday', ' saturday']","['JTBC', ' NETFLIX']",31,2018,7.92,미혼
5,정해인,당신이 잠든 사이에,주연,남자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['SBS'],24,2011,7.7,미혼
6,정해인,불야성,조연,남자,"['drama', 'society']","['monday', ' tuesday']",['MBC'],29,2016,7.64,미혼
7,정해인,블러드,조연,남자,"['sf', 'action', 'romance', 'society']","['monday', ' tuesday']",['KBS2'],28,2015,7.49,미혼
8,김성균,D.P.,주연,남자,"['drama', 'action', 'hist_war']",['friday'],['NETFLIX'],42,2021,8.43,기혼
9,김성균,열혈사제,주연,남자,"['comedy', 'thriller', 'action']","['friday', ' saturday']",['SBS'],40,2019,8.2,기혼
10,김성균,언터처블,주연,남자,"['thriller', 'action', 'society']","['friday', ' saturday']",['JTBC'],38,2017,7.68,기혼
11,지진희,더 로드: 1의 비극,주연,남자,"['thriller', 'drama']","['wednesday', ' thursday']",['TVN'],51,2021,7.68,기혼
12,지진희,언더커버,주연,남자,"['thriller', 'action']","['friday', ' saturday']",['JTBC'],51,2021,7.73,기혼
13,지진희,"60일, 지정생존자",주연,남자,"['thriller', 'society', 'drama']","['monday', ' tuesday']","['NETFLIX', ' TVN']",49,2019,8.03,기혼
14,지진희,미스티,주연,남자,"['thriller', 'romance']","['friday', ' saturday']",['JTBC'],48,2018,7.88,기혼
15,지진희,끝에서 두 번째 사랑,주연,남자,"['drama', 'romance']","['saturday', ' sunday']",['SBS'],46,2016,7.66,기혼
16,지진희,애인 있어요,주연,남자,"['drama', 'romance']","['saturday', ' sunday']",['SBS'],45,2015,7.72,기혼
17,지진희,블러드,주연,남자,"['sf', 'action', 'romance', 'society']","['monday', ' tuesday']",['KBS2'],45,2015,7.49,기혼
18,이성민,소년심판,주연,남자,"['drama', 'society']",['friday'],['NETFLIX'],55,2022,8.13,기혼
19,이성민,머니게임,주연,남자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']",['TVN'],53,2020,7.71,기혼
20,이성민,기억,주연,남자,"['romance', 'drama', 'society']","['friday', ' saturday']",['TVN'],49,2016,7.78,기혼
21,정진영,불가살: 영원의 영혼들,조연,남자,"['thriller', 'drama', 'sf']","['saturday', ' sunday']","['NETFLIX', ' TVN']",58,2021,7.98,정보없음
22,정진영,경찰수업,주연,남자,"['drama', 'thriller', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],31,2021,7.79,정보없음
23,정진영,아는 건 별로 없지만 가족입니다,주연,남자,['drama'],"['monday', ' tuesday']",['TVN'],57,2020,7.87,정보없음
24,정진영,보좌관,주연,남자,"['drama', 'society']","['friday', ' saturday']","['JTBC', ' NETFLIX']",56,2019,7.76,정보없음
25,정진영,스케치,조연,남자,"['thriller', 'action', 'sf']","['friday', ' saturday']",['JTBC'],55,2018,7.72,정보없음
26,정진영,구르미 그린 달빛,주연,남자,"['romance', 'comedy', 'hist_war', 'drama']","['monday', ' tuesday']",['KBS2'],26,2016,8.09,정보없음
27,정진영,화려한 유혹,주연,남자,"['drama', 'society', 'romance']","['monday', ' tuesday']",['MBC'],52,2015,7.66,정보없음
28,정진영,맨도롱 또똣,조연,남자,"['food', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],25,2015,7.6,정보없음
29,경수진,마우스,주연,여자,"['thriller', 'sf']","['wednesday', ' thursday']",['TVN'],35,2021,8.38,미혼
30,경수진,트레인,주연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],34,2020,8.0,미혼
31,경수진,멜로홀릭,주연,여자,"['thriller', 'romance', 'sf']","['monday', ' tuesday']","['OCN', ' OKSUSU', ' VIKI']",31,2017,7.59,미혼
32,경수진,파랑새의 집,주연,여자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],29,2015,7.68,미혼
33,이학주,공작도시,주연,남자,"['thriller', 'drama']","['wednesday', ' thursday']",['JTBC'],33,2021,7.68,정보없음
34,이학주,마이 네임,조연,남자,"['thriller', 'action']",['friday'],['NETFLIX'],33,2021,8.48,정보없음
35,이학주,야식남녀,주연,남자,"['food', 'comedy', 'romance', 'drama']","['monday', ' tuesday']","['JTBC', ' VIKI']",32,2020,7.59,정보없음
36,이학주,저스티스,조연,남자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']",['KBS2'],31,2019,7.71,정보없음
37,주진모,왓쳐,조연,남자,"['thriller', 'society', 'drama']","['saturday', ' sunday']",['OCN'],46,2019,7.9,기혼
38,주진모,빅이슈,주연,남자,"['drama', 'thriller', 'romance']","['wednesday', ' thursday']",['SBS'],46,2019,7.73,기혼
39,주진모,검법남녀,조연,남자,"['thriller', 'society']","['monday', ' tuesday']",['MBC'],45,2018,7.92,기혼
40,주진모,캐리어를 끄는 여자,주연,남자,"['drama', 'romance', 'society']","['monday', ' tuesday']",['MBC'],43,2016,7.68,기혼
41,강민혁,오! 주인님,주연,남자,"['sf', 'comedy', 'romance']","['wednesday', ' thursday']","['IQIYI', ' MBC']",31,2021,7.43,미혼
42,강민혁,서른이지만 열일곱입니다,주연,남자,"['drama', 'comedy', 'romance']","['tuesday', ' saturday']","['DAUM KAKAO TV', ' VIKI']",31,2021,7.53,미혼
43,강민혁,병원선,주연,남자,"['drama', 'society', 'romance']","['wednesday', ' thursday']",['MBC'],27,2017,7.78,미혼
44,강민혁,딴따라,주연,남자,"['drama', 'comedy', 'society', 'music']","['wednesday', ' thursday']",['SBS'],26,2016,7.7,미혼
45,이청아,낮과 밤,주연,여자,"['thriller', 'sf']","['monday', ' tuesday']",['TVN'],37,2020,7.9,미혼
46,이청아,운빨로맨스,주연,여자,"['romance', 'comedy', 'society', 'drama']","['wednesday', ' thursday']",['MBC'],33,2016,7.76,미혼
47,이동건,레버리지: 사기조작단,주연,남자,"['comedy', 'thriller', 'action']",['sunday'],['TV CHOSUN'],40,2019,7.84,기혼
48,이동건,"단, 하나의 사랑",주연,남자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],40,2019,8.32,기혼
49,이동건,여우각시별,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']","['SBS', ' VIKI']",39,2018,7.82,기혼
50,이동건,스케치,조연,남자,"['thriller', 'action', 'sf']","['friday', ' saturday']",['JTBC'],39,2018,7.72,기혼
51,이동건,7일의 왕비,주연,남자,"['romance', 'society', 'hist_war']","['wednesday', ' thursday']",['KBS2'],38,2017,7.96,기혼
52,이동건,월계수 양복점 신사들,주연,남자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],37,2016,7.73,기혼
53,이동건,슈퍼대디 열,주연,남자,"['drama', 'comedy', 'romance', 'society']","['friday', ' saturday']",['TVN'],36,2015,7.68,기혼
54,전효성,메모리스트,조연,여자,"['thriller', 'action', 'sf']","['wednesday', ' thursday']",['TVN'],32,2020,8.11,미혼
55,전효성,내성적인 보스,조연,여자,"['romance', 'comedy', 'society', 'drama']","['monday', ' tuesday']",['TVN'],29,2017,7.85,미혼
56,김명수,"단, 하나의 사랑",주연,남자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],28,2019,8.32,미혼
57,김명수,군주-가면의 주인,주연,남자,"['romance', 'drama', 'hist_war', 'society']","['wednesday', ' thursday']",['MBC'],26,2017,7.84,미혼
58,김명수,다시 만난 너,주연,남자,"['drama', 'youth', 'romance', 'music']",['wednesday'],"['BS JAPAN', ' NETFLIX']",25,2016,7.56,미혼
59,최진혁,좀비탐정,주연,남자,"['thriller', 'comedy', 'sf']","['monday', ' tuesday']",['KBS2'],35,2020,7.92,미혼
60,최진혁,루갈,주연,남자,"['thriller', 'action', 'sf']","['saturday', ' sunday']","['NETFLIX', ' OCN']",35,2020,7.66,미혼
61,최진혁,저스티스,주연,남자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']",['KBS2'],34,2019,7.71,미혼
62,최진혁,황후의 품격,주연,남자,"['thriller', 'action', 'romance']","['wednesday', ' thursday']",['SBS'],33,2018,7.85,미혼
63,최진혁,터널,주연,남자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],32,2017,8.35,미혼
64,최민수,인간수업,조연,남자,"['drama', 'thriller', 'youth']",['wednesday'],['NETFLIX'],59,2020,8.31,기혼
65,최민수,무법변호사,주연,남자,"['romance', 'thriller', 'action', 'society']","['saturday', ' sunday']",['TVN'],57,2018,8.12,기혼
66,최민수,죽어야 사는 남자,주연,남자,"['comedy', 'drama']","['wednesday', ' thursday']",['MBC'],56,2017,7.69,기혼
67,최민수,대박,주연,남자,"['comedy', 'action', 'hist_war', 'drama']","['monday', ' tuesday']",['SBS'],55,2016,7.72,기혼
68,김유리,아이템,주연,여자,"['thriller', 'action', 'sf']","['monday', ' tuesday']",['MBC'],36,2019,7.65,미혼
69,김유리,"킬미, 힐미",주연,여자,"['drama', 'thriller', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],32,2015,8.54,미혼
70,이성열,사랑이 돌아오다,주연,남자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],27,2017,7.68,미혼
71,오정세,엉클,주연,남자,"['comedy', 'drama', 'music']","['saturday', ' sunday']","['TV CHOSUN', ' VIKI']",45,2021,7.74,기혼
72,오정세,지리산,조연,남자,"['thriller', 'drama', 'sf']","['saturday', ' sunday']","['IQIYI', ' TVN']",45,2021,7.9,기혼
73,오정세,모범형사,주연,남자,"['thriller', 'action', 'drama']","['monday', ' tuesday']",['JTBC'],44,2020,7.91,기혼
74,오정세,사이코지만 괜찮아,주연,남자,"['drama', 'thriller', 'comedy', 'romance']","['saturday', ' sunday']","['NETFLIX', ' TVN']",44,2020,8.86,기혼
75,오정세,스토브리그,주연,남자,"['sports', 'romance', 'drama']","['friday', ' saturday']",['SBS'],43,2019,8.18,기혼
76,오정세,동백꽃 필 무렵,조연,남자,"['drama', 'thriller', 'comedy', 'romance']","['wednesday', ' thursday']","['KBS2', ' NETFLIX']",43,2019,8.26,기혼
77,오정세,진심이 닿다,조연,남자,"['romance', 'comedy', 'society', 'drama']","['wednesday', ' thursday']",['TVN'],43,2019,8.19,기혼
78,오정세,미씽나인,조연,남자,"['drama', 'thriller', 'comedy', 'sf']","['wednesday', ' thursday']",['MBC'],41,2017,7.57,기혼
79,오정세,더 러버,주연,남자,"['drama', 'comedy', 'romance']",['thursday'],['MNET'],39,2015,7.8,기혼
80,박지영,옷소매 붉은 끝동,조연,여자,"['romance', 'drama', 'hist_war']","['friday', ' saturday']","['MBC', ' VIKI']",53,2021,8.39,정보없음
81,박지영,인생은 아름다워,조연,여자,"['romance', 'drama']","['saturday', ' sunday']","['IQIYI', ' JTBC']",53,2021,7.85,정보없음
82,박지영,내가 가장 예뻤을 때,조연,여자,"['drama', 'romance']","['wednesday', ' thursday']",['MBC'],52,2020,7.57,정보없음
83,박지영,닥터탐정,조연,여자,"['thriller', 'society', 'drama']","['wednesday', ' thursday']",['SBS'],51,2019,7.7,정보없음
84,박지영,기름진 멜로,조연,여자,"['food', 'comedy', 'romance', 'drama']","['monday', ' tuesday']",['SBS'],50,2018,7.87,정보없음
85,박지영,구해줘,조연,여자,"['thriller', 'action', 'drama']","['saturday', ' sunday']",['OCN'],49,2017,8.33,정보없음
86,류혜영,로스쿨,주연,여자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']","['JTBC', ' NETFLIX']",31,2021,8.35,미혼
87,김태희,"하이바이, 마마!",주연,여자,"['drama', 'sf', 'romance']","['saturday', ' sunday']","['NETFLIX', ' TVN']",41,2020,8.21,기혼
88,임지연,장미맨션,주연,여자,['thriller'],['friday'],['TVN'],33,2022,7.7,기혼
89,임지연,웰컴2라이프,주연,여자,"['romance', 'sf', 'comedy', 'society']","['monday', ' tuesday']",['MBC'],30,2019,7.85,기혼
90,임지연,불어라 미풍아,주연,여자,"['romance', 'drama', 'society']","['saturday', ' sunday']",['MBC'],27,2016,7.68,기혼
91,임지연,대박,주연,여자,"['comedy', 'action', 'hist_war', 'drama']","['monday', ' tuesday']",['SBS'],27,2016,7.72,기혼
92,임지연,상류사회,주연,여자,"['romance', 'comedy', 'society']","['monday', ' tuesday']",['SBS'],26,2015,7.47,기혼
93,김성오,모범가족,조연,남자,"['thriller', 'drama']",['friday'],['NETFLIX'],45,2022,7.7,기혼
94,김성오,루카: 더 비기닝,주연,남자,"['thriller', 'action', 'sf']","['monday', ' tuesday']",['TVN'],44,2021,7.58,기혼
95,김성오,우아한 친구들,주연,남자,"['thriller', 'drama']","['friday', ' saturday']",['JTBC'],43,2020,7.68,기혼
96,김성오,"쌈, 마이웨이",조연,남자,"['romance', 'comedy', 'society', 'sports']","['monday', ' tuesday']",['KBS2'],40,2017,8.39,기혼
97,김성오,맨도롱 또똣,조연,남자,"['food', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],38,2015,7.6,기혼
98,이준호,옷소매 붉은 끝동,주연,남자,"['romance', 'drama', 'hist_war']","['friday', ' saturday']","['MBC', ' VIKI']",32,2021,8.39,미혼
99,이준호,자백,주연,남자,"['drama', 'thriller', 'society']","['saturday', ' sunday']",['TVN'],30,2019,7.85,미혼
100,이준호,기름진 멜로,주연,남자,"['food', 'comedy', 'romance', 'drama']","['monday', ' tuesday']",['SBS'],29,2018,7.87,미혼
101,이준호,김과장,주연,남자,"['drama', 'thriller', 'comedy', 'society']","['wednesday', ' thursday']",['KBS2'],28,2017,8.25,미혼
102,이준호,기억,조연,남자,"['romance', 'drama', 'society']","['friday', ' saturday']",['TVN'],27,2016,7.78,미혼
103,임윤아,빅마우스,주연,여자,"['drama', 'thriller', 'society']","['friday', ' saturday']",['MBC'],33,2022,7.9,미혼
104,임윤아,허쉬,주연,여자,"['drama', 'thriller', 'comedy', 'society']","['friday', ' saturday']","['IQIYI', ' JTBC']",31,2020,7.7,미혼
105,임윤아,왕은 사랑한다,주연,여자,"['romance', 'drama', 'hist_war', 'society']","['monday', ' tuesday']","['MBC', ' VIKI']",28,2017,7.73,미혼
106,임윤아,THE K2,주연,여자,"['thriller', 'action', 'romance']","['friday', ' saturday']",['TVN'],27,2016,8.11,미혼
107,김가은,미치지 않고서야,주연,여자,"['comedy', 'drama']","['wednesday', ' thursday']",['MBC'],33,2021,7.73,미혼
108,김가은,바람이 분다,주연,여자,"['drama', 'romance']","['monday', ' tuesday']",['JTBC'],31,2019,7.71,미혼
109,김가은,YG전자,조연,여자,"['comedy', 'society', 'music']",['friday'],['NETFLIX'],30,2018,7.64,미혼
110,김가은,이번 생은 처음이라,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['TVN'],29,2017,8.38,미혼
111,김가은,당신을 주문합니다,주연,여자,"['food', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday']",['SBS PLUS'],27,2015,7.58,미혼
112,김재원,그녀로 말할 것 같으면,주연,남자,"['thriller', 'romance']",['saturday'],['SBS'],38,2018,7.69,기혼
113,김재원,화정,주연,남자,"['drama', 'society', 'hist_war']","['monday', ' tuesday']",['MBC'],35,2015,7.69,기혼
114,신혜선,철인왕후,주연,여자,"['romance', 'sf', 'comedy', 'hist_war']","['saturday', ' sunday']",['TVN'],32,2020,8.7,미혼
115,신혜선,"단, 하나의 사랑",주연,여자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],31,2019,8.32,미혼
116,신혜선,사의 찬미,주연,여자,"['romance', 'hist_war', 'music']","['monday', ' tuesday']","['NETFLIX', ' SBS']",30,2018,8.06,미혼
117,신혜선,황금빛 내 인생,주연,여자,"['romance', 'comedy', 'society', 'drama']","['saturday', ' sunday']",['KBS2'],29,2017,7.76,미혼
118,신혜선,비밀의 숲,주연,여자,"['drama', 'thriller', 'society']","['saturday', ' sunday']","['NETFLIX', ' TVN']",29,2017,8.52,미혼
119,신혜선,푸른 바다의 전설,조연,여자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['SBS'],28,2016,8.3,미혼
120,신혜선,아이가 다섯,주연,여자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],28,2016,7.87,미혼
121,안보현,군검사 도베르만,주연,남자,"['thriller', 'action', 'hist_war', 'society']","['monday', ' tuesday']",['TVN'],35,2022,7.96,미혼
122,안보현,마이 네임,주연,남자,"['thriller', 'action']",['friday'],['NETFLIX'],34,2021,8.48,미혼
123,안보현,유미의 세포들,주연,남자,"['drama', 'thriller', 'comedy', 'romance']","['friday', ' saturday']",['TVN'],34,2021,8.19,미혼
124,안보현,카이로스,주연,남자,"['thriller', 'action', 'drama', 'sf']","['monday', ' tuesday']",['MBC'],33,2020,7.99,미혼
125,안보현,이태원 클라쓰,조연,남자,"['romance', 'drama', 'society']","['friday', ' saturday']","['JTBC', ' NETFLIX']",33,2020,8.39,미혼
126,안보현,그녀의 사생활,조연,남자,"['comedy', 'romance']","['wednesday', ' thursday']",['TVN'],32,2019,8.29,미혼
127,안보현,독고 리와인드,주연,남자,"['thriller', 'action', 'youth']",['friday'],"['OKSUSU', ' VIKI']",31,2018,7.78,미혼
128,안보현,수요일 오후 3시 30분,주연,남자,"['drama', 'youth', 'comedy', 'romance']",['friday'],['OKSUSU'],30,2017,7.8,미혼
129,우도환,더 킹: 영원의 군주,주연,남자,"['drama', 'thriller', 'romance', 'sf']","['friday', ' saturday']","['NETFLIX', ' SBS']",29,2020,8.03,미혼
130,우도환,나의 나라,주연,남자,"['romance', 'action', 'hist_war', 'drama']","['friday', ' saturday']","['JTBC', ' NETFLIX']",28,2019,8.01,미혼
131,우도환,위대한 유혹자,주연,남자,"['drama', 'youth', 'romance']","['monday', ' tuesday']",['MBC'],27,2018,7.7,미혼
132,우도환,매드독,주연,남자,"['thriller', 'action']","['wednesday', ' thursday']",['KBS2'],26,2017,8.09,미혼
133,우도환,구해줘,주연,남자,"['thriller', 'action', 'drama']","['saturday', ' sunday']",['OCN'],26,2017,8.33,미혼
134,박성웅,루갈,주연,남자,"['thriller', 'action', 'sf']","['saturday', ' sunday']","['NETFLIX', ' OCN']",48,2020,7.66,기혼
135,박성웅,악마가 너의 이름을 부를 때,주연,남자,"['sf', 'comedy', 'drama', 'music']","['wednesday', ' thursday']",['TVN'],47,2019,7.78,기혼
136,박성웅,하늘에서 내리는 일억 개의 별,주연,남자,"['drama', 'thriller', 'romance']","['thursday', ' wednesday']",['TVN'],46,2018,8.1,기혼
137,박성웅,라이프 온 마스,주연,남자,"['comedy', 'thriller', 'action']","['saturday', ' sunday']",['OCN'],46,2018,8.26,기혼
138,박성웅,맨투맨,주연,남자,"['comedy', 'thriller', 'action', 'romance']","['friday', ' saturday']",['JTBC'],45,2017,7.76,기혼
139,박성웅,숨은 신분,주연,남자,"['thriller', 'drama']","['monday', ' tuesday']",['TVN'],43,2015,7.7,기혼
140,김새론,레버리지: 사기조작단,주연,여자,"['comedy', 'thriller', 'action']",['sunday'],['TV CHOSUN'],20,2019,7.84,미혼
141,김새론,화려한 유혹,조연,여자,"['drama', 'society', 'romance']","['monday', ' tuesday']",['MBC'],16,2015,7.66,미혼
142,김진우,우아한 가,조연,남자,"['romance', 'thriller', 'drama']","['wednesday', ' thursday']",['MBN'],37,2019,7.99,미혼
143,김진우,로스타임 라이프,조연,남자,"['sf', 'comedy', 'drama']",['thursday'],['NAVER TV CAST'],33,2015,7.69,미혼
144,김진우,왼손잡이 아내,주연,남자,"['romance', 'thriller', 'society']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS2'],37,2019,7.69,미혼
145,김진우,다시 만난 세계,조연,남자,"['drama', 'sf', 'romance']","['wednesday', ' thursday']",['SBS'],35,2017,7.67,미혼
146,김진우,천년째 연애중,조연,남자,"['sf', 'comedy', 'romance', 'music']","['monday', ' wednesday', ' friday']",['NAVER TV CAST'],26,2016,7.66,미혼
147,동현배,최고의 한방,조연,남자,"['drama', 'comedy', 'romance']","['friday', ' saturday']",['KBS2'],35,2017,7.95,미혼
148,하승리,내일도 맑음,주연,여자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],24,2018,7.7,미혼
149,이종혁,경찰수업,조연,남자,"['drama', 'thriller', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],48,2021,7.79,기혼
150,이종혁,굿캐스팅,주연,남자,"['comedy', 'thriller', 'action', 'drama']","['monday', ' tuesday']",['SBS'],47,2020,7.75,기혼
151,이종혁,봄이 오나 봄,주연,남자,"['drama', 'sf', 'comedy', 'society']","['thursday', ' wednesday']",['MBC'],46,2019,7.73,기혼
152,이종혁,풍선껌,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['TVN'],42,2015,7.58,기혼
153,이엘,나의 해방일지,주연,여자,"['drama', 'romance']","['saturday', ' sunday']","['JTBC', ' NETFLIX']",41,2022,8.2,미혼
154,이엘,악마가 너의 이름을 부를 때,주연,여자,"['sf', 'comedy', 'drama', 'music']","['wednesday', ' thursday']",['TVN'],38,2019,7.78,미혼
155,이엘,최고의 이혼,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],37,2018,7.73,미혼
156,이엘,화유기,조연,여자,"['thriller', 'comedy', 'romance', 'sf']","['saturday', ' sunday']","['NETFLIX', ' TVN']",36,2017,8.18,미혼
157,이엘,블랙,조연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],36,2017,7.98,미혼
158,차예련,황금가면,주연,여자,"['romance', 'drama']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS2'],38,2022,7.7,기혼
159,차예련,우아한 모녀,주연,여자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS2'],35,2019,7.69,기혼
160,차예련,퍼퓸,주연,여자,"['sf', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],35,2019,7.77,기혼
161,차예련,화려한 유혹,주연,여자,"['drama', 'society', 'romance']","['monday', ' tuesday']",['MBC'],31,2015,7.66,기혼
162,천우희,멜로가 체질,주연,여자,"['drama', 'comedy', 'romance']","['friday', ' saturday']","['JTBC', ' VIKI']",33,2019,8.11,미혼
163,천우희,아르곤,주연,여자,"['thriller', 'society', 'drama']","['monday', ' tuesday']",['TVN'],31,2017,7.75,미혼
164,김동욱,돼지의 왕,주연,남자,"['thriller', 'drama']",['friday'],['TVN'],40,2022,7.84,미혼
165,김동욱,너는 나의 봄,주연,남자,"['drama', 'thriller', 'romance']","['monday', ' tuesday']","['NETFLIX', ' TVN']",39,2021,7.87,미혼
166,김동욱,그 남자의 기억법,주연,남자,"['drama', 'romance']","['wednesday', ' thursday']",['MBC'],38,2020,7.98,미혼
167,김동욱,손 the guest,주연,남자,"['thriller', 'sf']","['wednesday', ' thursday']",['OCN'],36,2018,8.25,미혼
168,김동욱,자체발광 오피스,주연,남자,"['romance', 'comedy', 'society', 'drama']","['wednesday', ' thursday']",['MBC'],35,2017,7.67,미혼
169,윤박,기상청 사람들,주연,남자,"['drama', 'romance']","['saturday', ' sunday']","['JTBC', ' NETFLIX']",36,2022,7.7,미혼
170,윤박,너는 나의 봄,주연,남자,"['drama', 'thriller', 'romance']","['monday', ' tuesday']","['NETFLIX', ' TVN']",35,2021,7.87,미혼
171,윤박,산후조리원,주연,남자,"['romance', 'comedy', 'drama']","['monday', ' tuesday']",['TVN'],34,2020,7.86,미혼
172,윤박,써치,주연,남자,"['thriller', 'hist_war']","['saturday', ' sunday']",['OCN'],34,2020,7.9,미혼
173,윤박,사랑은 뷰티풀 인생은 원더풀,주연,남자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],33,2019,7.72,미혼
174,윤박,리갈하이,주연,남자,"['drama', 'thriller', 'comedy', 'society']","['friday', ' saturday']","['JTBC', ' VIKI']",33,2019,7.69,미혼
175,윤박,라디오 로맨스,주연,남자,"['romance', 'comedy', 'society']","['monday', ' tuesday']",['KBS2'],32,2018,7.64,미혼
176,윤박,더 패키지,조연,남자,"['romance', 'comedy', 'sf', 'drama']","['friday', ' saturday']",['JTBC'],31,2017,7.86,미혼
177,윤박,내성적인 보스,주연,남자,"['romance', 'comedy', 'society', 'drama']","['monday', ' tuesday']",['TVN'],31,2017,7.85,미혼
178,이나영,로맨스는 별책부록,주연,여자,"['comedy', 'romance', 'society', 'youth']","['saturday', ' sunday']","['NETFLIX', ' TVN']",41,2019,8.11,기혼
179,송하윤,나를 사랑하지마,주연,여자,"['drama', 'sf', 'comedy', 'romance']",['tuesday'],"['MBC', ' MBC EVERY1']",35,2020,7.73,미혼
180,송하윤,"쌈, 마이웨이",주연,여자,"['romance', 'comedy', 'society', 'sports']","['monday', ' tuesday']",['KBS2'],32,2017,8.39,미혼
181,정우연,황금주머니,주연,여자,"['food', 'drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['MBC'],24,2016,7.7,정보없음
182,왕지혜,"내 딸, 금사월",주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],37,2021,7.71,기혼
183,김우빈,함부로 애틋하게,주연,남자,"['drama', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],28,2016,8.01,미혼
184,송승헌,저녁 같이 드실래요?,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']","['IQIYI', ' MBC']",45,2020,7.83,미혼
185,송승헌,위대한 쇼,주연,남자,"['comedy', 'drama', 'society']","['monday', ' tuesday']",['TVN'],44,2019,7.72,미혼
186,송승헌,플레이어,주연,남자,"['comedy', 'thriller', 'action']","['saturday', ' sunday']",['OCN'],43,2018,7.98,미혼
187,송승헌,블랙,주연,남자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],42,2017,7.98,미혼
188,에솜,모범택시,주연,여자,"['thriller', 'action', 'drama']","['friday', ' saturday']",['SBS'],32,2021,8.4,미혼
189,에솜,제3의 매력,주연,여자,"['food', 'comedy', 'romance', 'drama']","['friday', ' saturday']",['JTBC'],29,2018,7.38,미혼
190,에솜,이번 생은 처음이라,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['TVN'],28,2017,8.38,미혼
191,이윤희,결혼백서,주연,여자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday']","['DAUM KAKAO TV', ' NETFLIX']",35,2022,7.65,미혼
192,이윤희,더 게임: 0시를 향하여,주연,여자,"['thriller', 'sf']","['wednesday', ' thursday']",['MBC'],33,2020,7.73,미혼
193,이윤희,더 패키지,주연,여자,"['romance', 'comedy', 'sf', 'drama']","['friday', ' saturday']",['JTBC'],30,2017,7.86,미혼
194,이윤희,다시 만난 세계,주연,여자,"['drama', 'sf', 'romance']","['wednesday', ' thursday']",['SBS'],30,2017,7.67,미혼
195,이윤희,화정,주연,여자,"['drama', 'society', 'hist_war']","['monday', ' tuesday']",['MBC'],28,2015,7.69,미혼
196,홍종현,절대 그이,주연,남자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']","['SBS', ' VIKI']",30,2019,7.57,미혼
