,배우명,드라마명,역할,성별,장르,방영요일,방송사,나이,방영년도,가중평점,결혼여부
456,이동휘,안투라지,주연,남자,"['drama', 'comedy', 'society']","['friday', ' saturday']",['TVN'],32,2016,7.53,미혼
457,이동휘,응답하라 1988,주연,남자,"['drama', 'youth', 'comedy', 'romance']","['friday', ' saturday']",['TVN'],31,2015,8.82,미혼
458,김민규,편의점 샛별이,주연,남자,"['comedy', 'romance', 'action', 'society']","['friday', ' saturday']","['IQIYI', ' SBS']",27,2020,7.7,미혼
459,김민규,간택-여인들의 전쟁,주연,남자,"['romance', 'sf', 'society', 'hist_war']","['saturday', ' sunday']","['TV CHOSUN', ' VIKI']",26,2019,7.75,미혼
460,김민규,퍼퓸,주연,남자,"['sf', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],26,2019,7.77,미혼
461,김민규,멜로홀릭,조연,남자,"['thriller', 'romance', 'sf']","['monday', ' tuesday']","['OCN', ' OKSUSU', ' VIKI']",24,2017,7.59,미혼
462,고보결,"하이바이, 마마!",주연,여자,"['drama', 'sf', 'romance']","['saturday', ' sunday']","['NETFLIX', ' TVN']",33,2020,8.21,미혼
463,고보결,7일의 왕비,조연,여자,"['romance', 'society', 'hist_war']","['wednesday', ' thursday']",['KBS2'],30,2017,7.96,미혼
464,이장우,오! 삼광빌라,주연,남자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],35,2020,7.7,미혼
465,이장우,우아한 가,주연,남자,"['romance', 'thriller', 'drama']","['wednesday', ' thursday']",['MBN'],34,2019,7.99,미혼
466,이장우,하나뿐인 내편,주연,남자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],33,2018,7.69,미혼
467,예지원,도도솔솔라라솔,조연,여자,"['comedy', 'romance', 'music']","['wednesday', ' thursday']","['KBS2', ' NETFLIX']",48,2020,7.7,미혼
468,예지원,저녁 같이 드실래요?,조연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']","['IQIYI', ' MBC']",48,2020,7.83,미혼
469,예지원,두 번은 없다,주연,여자,"['drama', 'comedy', 'romance']",['saturday'],['MBC'],47,2019,7.78,미혼
470,예지원,키스 먼저 할까요?,조연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['SBS'],46,2018,7.72,미혼
471,예지원,내성적인 보스,조연,여자,"['romance', 'comedy', 'society', 'drama']","['monday', ' tuesday']",['TVN'],45,2017,7.85,미혼
472,예지원,또! 오해영,조연,여자,"['sf', 'comedy', 'romance']","['monday', ' tuesday']",['TVN'],44,2016,8.07,미혼
473,김옥빈,다크홀,주연,여자,"['thriller', 'action', 'sf']","['friday', ' saturday']","['OCN', ' TVN']",35,2021,7.7,미혼
474,김옥빈,작은 신의 아이들,주연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],32,2018,7.74,미혼
475,김지훈,나를 사랑하지 않는 X에게,조연,남자,"['drama', 'romance']",['thursday'],"['IQIYI', ' VIKI']",42,2022,7.66,기혼
476,김지훈,"도둑놈, 도둑님",주연,남자,"['romance', 'thriller', 'comedy', 'society']","['saturday', ' sunday']",['MBC'],37,2017,7.69,기혼
477,김지훈,우리 집에 사는 남자,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],36,2016,7.57,기혼
478,김성령,킬힐,주연,여자,"['thriller', 'drama']","['wednesday', ' thursday']",['TVN'],56,2022,7.69,기혼
479,박형식,해피니스,주연,남자,"['thriller', 'action', 'drama', 'sf']","['friday', ' saturday']",['TVN'],31,2021,8.59,미혼
480,박형식,슈츠,주연,남자,"['drama', 'action', 'society']","['wednesday', ' thursday']",['KBS2'],28,2018,7.91,미혼
481,박형식,상류사회,주연,남자,"['romance', 'comedy', 'society']","['monday', ' tuesday']",['SBS'],25,2015,7.47,미혼
482,이태선,반지의 여왕,조연,남자,"['drama', 'sf', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['NAVER TV CAST'],25,2017,7.88,미혼
483,이태선,딴따라,조연,남자,"['drama', 'comedy', 'society', 'music']","['wednesday', ' thursday']",['SBS'],24,2016,7.7,미혼
484,김정현,철인왕후,주연,남자,"['romance', 'sf', 'comedy', 'hist_war']","['saturday', ' sunday']",['TVN'],31,2020,8.7,미혼
485,김정현,사랑의 불시착,주연,남자,"['romance', 'comedy', 'hist_war', 'society']","['sunday', ' saturday']","['NETFLIX', ' TVN']",30,2019,8.86,미혼
486,김정현,학교 2017,주연,남자,"['thriller', 'youth', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],28,2017,8.08,미혼
487,임수향,닥터로이어,주연,여자,"['drama', 'thriller', 'society']","['friday', ' saturday']",['MBC'],33,2022,7.73,미혼
488,임수향,오늘의 웹툰,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['SBS'],33,2022,7.35,미혼
489,임수향,내가 가장 예뻤을 때,주연,여자,"['drama', 'romance']","['wednesday', ' thursday']",['MBC'],31,2020,7.57,미혼
490,임수향,우아한 가,주연,여자,"['romance', 'thriller', 'drama']","['wednesday', ' thursday']",['MBN'],30,2019,7.99,미혼
491,임수향,무궁화 꽃이 피었습니다,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],28,2017,7.69,미혼
492,임수향,불어라 미풍아,주연,여자,"['romance', 'drama', 'society']","['saturday', ' sunday']",['MBC'],27,2016,7.68,미혼
493,김다솜,"우리, 사랑했을까",주연,여자,"['drama', 'comedy', 'romance']","['wednesday', ' thursday']","['JTBC', ' NETFLIX']",28,2020,7.51,미혼
494,김다솜,사이코메트리 그녀석,주연,여자,"['thriller', 'romance', 'sf']","['monday', ' tuesday']",['TVN'],27,2019,8.24,미혼
495,김다솜,언니는 살아있다,주연,여자,"['drama', 'romance']",['saturday'],['SBS'],25,2017,7.7,미혼
496,안우연,더 뱅커,조연,남자,"['drama', 'society']","['wednesday', ' thursday']",['MBC'],29,2019,7.7,미혼
497,안우연,착한 마녀전,주연,남자,"['drama', 'comedy', 'romance']",['saturday'],['SBS'],28,2018,7.74,미혼
498,안우연,써클: 이어진 두 세계,조연,남자,"['thriller', 'sf']","['monday', ' tuesday']",['TVN'],27,2017,8.11,미혼
499,강소라,변혁의 사랑,주연,여자,"['romance', 'comedy', 'society', 'drama']","['saturday', ' sunday']",['TVN'],28,2017,7.6,기혼
500,강소라,동네변호사 조들호,주연,여자,"['thriller', 'comedy', 'society']","['monday', ' tuesday']",['KBS2'],27,2016,7.73,기혼
501,강소라,맨도롱 또똣,주연,여자,"['food', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],26,2015,7.6,기혼
502,장승조,설강화,주연,남자,"['drama', 'society', 'romance']","['saturday', ' sunday']",['JTBC'],41,2021,8.2,기혼
503,장승조,모범형사,주연,남자,"['thriller', 'action', 'drama']","['monday', ' tuesday']",['JTBC'],40,2020,7.91,기혼
504,장승조,초콜릿,주연,남자,"['drama', 'society', 'romance']","['friday', ' saturday']","['JTBC', ' NETFLIX']",39,2019,7.91,기혼
505,장승조,남자친구,조연,남자,"['romance', 'drama', 'society']","['wednesday', ' thursday']",['TVN'],38,2018,7.94,기혼
506,장승조,아는 와이프,주연,남자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['TVN'],38,2018,7.91,기혼
507,장승조,돈꽃,주연,남자,"['romance', 'society']",['saturday'],['MBC'],37,2017,7.84,기혼
508,장승조,당신을 주문합니다,조연,남자,"['food', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday']",['SBS PLUS'],35,2015,7.58,기혼
509,전도연,인생은 아름다워,주연,여자,"['romance', 'drama']","['saturday', ' sunday']","['IQIYI', ' JTBC']",49,2021,7.85,기혼
510,전도연,굿 와이프,주연,여자,"['romance', 'drama', 'society']","['friday', ' saturday']",['TVN'],44,2016,7.77,기혼
511,정경호,슬기로운 의사생활,주연,남자,"['drama', 'society', 'romance']",['thursday'],"['NETFLIX', ' TVN']",38,2020,8.81,미혼
512,정경호,악마가 너의 이름을 부를 때,주연,남자,"['sf', 'comedy', 'drama', 'music']","['wednesday', ' thursday']",['TVN'],37,2019,7.78,미혼
513,정경호,라이프 온 마스,주연,남자,"['comedy', 'thriller', 'action']","['saturday', ' sunday']",['OCN'],36,2018,8.26,미혼
514,정경호,슬기로운 감빵생활,주연,남자,"['thriller', 'comedy', 'drama']","['wednesday', ' thursday']","['NETFLIX', ' TVN']",35,2017,8.64,미혼
515,정경호,미씽나인,주연,남자,"['drama', 'thriller', 'comedy', 'sf']","['wednesday', ' thursday']",['MBC'],35,2017,7.57,미혼
516,정경호,한번 더 해피엔딩,주연,남자,"['drama', 'youth', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],34,2016,7.8,미혼
517,김민재,조선 정신과 의사 유세풍,주연,남자,"['romance', 'thriller', 'society', 'hist_war']","['monday', ' tuesday']",['TVN'],27,2022,7.72,미혼
518,김민재,브람스를 좋아하세요?,주연,남자,"['drama', 'romance', 'music']","['monday', ' tuesday']",['SBS'],25,2020,7.92,미혼
519,김민재,방법,조연,남자,"['thriller', 'sf']","['monday', ' tuesday']",['TVN'],25,2020,7.74,미혼
520,김민재,조선혼담공작소 꽃파당,주연,남자,"['romance', 'comedy', 'hist_war', 'drama']","['monday', ' tuesday']","['JTBC', ' VIKI']",24,2019,7.74,미혼
521,김민재,위대한 유혹자,주연,남자,"['drama', 'youth', 'romance']","['monday', ' tuesday']",['MBC'],23,2018,7.7,미혼
522,김민재,최고의 한방,주연,남자,"['drama', 'comedy', 'romance']","['friday', ' saturday']",['KBS2'],22,2017,7.95,미혼
523,김민재,"내 딸, 금사월",조연,남자,"['drama', 'comedy', 'romance']",['saturday'],['MBC'],21,2016,7.66,미혼
524,김민재,스파이,조연,남자,"['thriller', 'society', 'romance']",['friday'],['KBS2'],20,2015,7.64,미혼
525,김향기,조선 정신과 의사 유세풍,주연,여자,"['romance', 'thriller', 'society', 'hist_war']","['monday', ' tuesday']",['TVN'],23,2022,7.72,미혼
526,김향기,복수노트,주연,여자,"['sf', 'youth', 'comedy', 'romance']",['friday'],['OKSUSU'],18,2017,7.81,미혼
527,김상경,조선 정신과 의사 유세풍,주연,남자,"['romance', 'thriller', 'society', 'hist_war']","['monday', ' tuesday']",['TVN'],51,2022,7.72,기혼
528,김상경,라켓소년단,주연,남자,"['sports', 'comedy', 'drama']","['monday', ' tuesday']","['NETFLIX', ' SBS']",50,2021,8.24,기혼
529,김상경,미쓰리는 알고 있다,주연,남자,"['drama', 'comedy', 'society']","['wednesday', ' thursday']",['TVN'],48,2019,7.69,기혼
530,김상경,왕이 된 남자,주연,남자,"['romance', 'society', 'hist_war']","['monday', ' tuesday']",['TVN'],48,2019,8.04,기혼
531,이보영,마인,주연,여자,"['thriller', 'drama']","['saturday', ' sunday']","['NETFLIX', ' TVN']",43,2021,7.96,기혼
532,이보영,화양연화,주연,여자,"['drama', 'romance']","['saturday', ' sunday']",['TVN'],42,2020,7.73,기혼
533,이보영,귓속말,주연,여자,"['romance', 'thriller', 'drama', 'society']","['monday', ' tuesday']",['SBS'],39,2017,7.7,기혼
534,조승하,메모리스트,주연,남자,"['thriller', 'action', 'sf']","['wednesday', ' thursday']",['TVN'],55,2020,8.11,정보없음
535,조승하,백일의 낭군님,조연,남자,"['romance', 'comedy', 'hist_war', 'drama']","['tuesday', ' monday']",['TVN'],53,2018,8.13,정보없음
536,조승하,구해줘,주연,남자,"['thriller', 'action', 'drama']","['saturday', ' sunday']",['OCN'],52,2017,8.33,정보없음
537,조승하,THE K2,주연,남자,"['thriller', 'action', 'romance']","['friday', ' saturday']",['TVN'],51,2016,8.11,정보없음
538,조승하,동네의 영웅,주연,남자,"['comedy', 'thriller', 'action']","['saturday', ' sunday']",['OCN'],51,2016,7.63,정보없음
539,조승하,화정,조연,남자,"['drama', 'society', 'hist_war']","['monday', ' tuesday']",['MBC'],50,2015,7.69,정보없음
540,손나은,고스트 닥터,주연,여자,"['sf', 'comedy', 'society']","['monday', ' tuesday']",['TVN'],29,2022,8.17,미혼
541,손나은,저녁 같이 드실래요?,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']","['IQIYI', ' MBC']",27,2020,7.83,미혼
542,이선균,검사내전,주연,남자,"['drama', 'thriller', 'society']","['monday', ' tuesday']",['JTBC'],45,2019,7.78,기혼
543,이선균,나의 아저씨,주연,남자,"['thriller', 'drama']","['wednesday', ' thursday']",['TVN'],44,2018,8.69,기혼
544,문채원,악의 꽃,주연,여자,"['thriller', 'romance']","['wednesday', ' thursday']",['TVN'],35,2020,8.83,미혼
545,문채원,크리미널 마인드,주연,여자,"['thriller', 'action', 'drama']","['wednesday', ' thursday']",['TVN'],32,2017,7.74,미혼
546,정용화,대박부동산,주연,남자,"['thriller', 'comedy', 'sf']","['wednesday', ' thursday']",['KBS2'],33,2021,8.05,미혼
547,정용화,더 패키지,주연,남자,"['romance', 'comedy', 'sf', 'drama']","['friday', ' saturday']",['JTBC'],29,2017,7.86,미혼
548,차태현,경찰수업,주연,남자,"['drama', 'thriller', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],46,2021,7.79,기혼
549,차태현,번외수사,주연,남자,"['comedy', 'thriller', 'action', 'drama']","['saturday', ' sunday']",['OCN'],45,2020,7.83,기혼
550,차태현,최고의 이혼,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],43,2018,7.73,기혼
551,차태현,최고의 한방,주연,남자,"['drama', 'comedy', 'romance']","['friday', ' saturday']",['KBS2'],42,2017,7.95,기혼
552,차태현,프로듀사,주연,남자,"['drama', 'comedy', 'romance']","['friday', ' saturday']",['KBS2'],40,2015,7.64,기혼
553,박선호,루갈,주연,남자,"['thriller', 'action', 'sf']","['saturday', ' sunday']","['NETFLIX', ' OCN']",28,2020,7.66,미혼
554,박선호,최고의 치킨,주연,남자,"['food', 'romance', 'comedy', 'society']","['wednesday', ' thursday']","['DRAMAX', ' MBN', ' VIKI']",27,2019,7.64,미혼
555,최웅,누가 뭐래도,주연,남자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],35,2020,7.7,정보없음
556,최웅,머니게임,조연,남자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']",['TVN'],35,2020,7.71,정보없음
557,채수빈,반의반,주연,여자,"['drama', 'romance']","['monday', ' tuesday']",['TVN'],27,2020,7.97,미혼
558,채수빈,여우각시별,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']","['SBS', ' VIKI']",25,2018,7.82,미혼
559,채수빈,로봇이 아니야,주연,여자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],24,2017,8.3,미혼
560,채수빈,최강 배달꾼,주연,여자,"['romance', 'comedy', 'society', 'drama']","['friday', ' saturday']",['KBS2'],24,2017,7.81,미혼
561,채수빈,구르미 그린 달빛,주연,여자,"['romance', 'comedy', 'hist_war', 'drama']","['monday', ' tuesday']",['KBS2'],23,2016,8.09,미혼
562,채수빈,파랑새의 집,주연,여자,"['drama', 'comedy', 'romance']","['saturday', ' sunday']",['KBS2'],22,2015,7.68,미혼
563,최민호,세상에서 가장 아름다운 이별,주연,남자,"['romance', 'drama']","['saturday', ' sunday']",['TVN'],27,2017,7.72,미혼
564,이미도,장미맨션,조연,여자,['thriller'],['friday'],['TVN'],41,2022,7.7,미혼
565,유연석,슬기로운 의사생활,주연,남자,"['drama', 'society', 'romance']",['thursday'],"['NETFLIX', ' TVN']",37,2020,8.81,미혼
566,유연석,미스터 션샤인,주연,남자,"['romance', 'hist_war']","['saturday', ' sunday']","['NETFLIX', ' TVN']",35,2018,8.54,미혼
567,유연석,낭만닥터 김사부,주연,남자,"['drama', 'society', 'romance']","['monday', ' tuesday']",['SBS'],33,2016,8.43,미혼
568,유연석,맨도롱 또똣,주연,남자,"['food', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],32,2015,7.6,미혼
569,김현주,지옥,주연,여자,"['thriller', 'drama', 'sf']",['friday'],['NETFLIX'],45,2021,7.64,미혼
570,김현주,언더커버,주연,여자,"['thriller', 'action']","['friday', ' saturday']",['JTBC'],45,2021,7.73,미혼
571,김현주,왓쳐,주연,여자,"['thriller', 'society', 'drama']","['saturday', ' sunday']",['OCN'],43,2019,7.9,미혼
572,김현주,판타스틱,주연,여자,"['drama', 'comedy', 'romance', 'society']","['friday', ' saturday']",['JTBC'],40,2016,7.68,미혼
573,김현주,애인 있어요,주연,여자,"['drama', 'romance']","['saturday', ' sunday']",['SBS'],39,2015,7.72,미혼
574,박희순,모범가족,주연,남자,"['thriller', 'drama']",['friday'],['NETFLIX'],53,2022,7.7,기혼
575,박희순,마이 네임,주연,남자,"['thriller', 'action']",['friday'],['NETFLIX'],52,2021,8.48,기혼
576,박희순,아름다운 세상,주연,남자,"['romance', 'thriller', 'drama']","['friday', ' saturday']","['JTBC', ' VIKI']",50,2019,7.9,기혼
577,김무열,소년심판,주연,남자,"['drama', 'society']",['friday'],['NETFLIX'],41,2022,8.13,기혼
578,김무열,아름다운 나의 신부,주연,남자,"['thriller', 'action', 'romance']","['saturday', ' sunday']",['OCN'],34,2015,7.74,기혼
579,류현경,닥터탐정,조연,여자,"['thriller', 'society', 'drama']","['wednesday', ' thursday']",['SBS'],37,2019,7.7,미혼
580,류현경,죽어도 좋아,조연,여자,"['drama', 'sf', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],36,2018,7.73,미혼
581,류현경,더 러버,주연,여자,"['drama', 'comedy', 'romance']",['thursday'],['MNET'],33,2015,7.8,미혼
582,기태영,세상에서 제일 예쁜 내 딸,주연,남자,"['romance', 'drama', 'society']","['saturday', ' sunday']",['KBS2'],42,2019,7.7,기혼
583,고수,미씽: 그들이 있었다,주연,남자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],43,2020,7.99,기혼
584,고수,머니게임,주연,남자,"['drama', 'thriller', 'society']","['wednesday', ' thursday']",['TVN'],43,2020,7.71,기혼
585,고수,흉부외과,주연,남자,"['action', 'drama', 'society']","['wednesday', ' thursday']",['SBS'],41,2018,7.72,기혼
586,안소희,미씽: 그들이 있었다,주연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],29,2020,7.99,미혼
587,안소희,하트 투 하트,조연,여자,"['thriller', 'comedy', 'romance']","['friday', ' saturday']",['TVN'],24,2015,7.78,미혼
588,홍수현,경찰수업,조연,여자,"['drama', 'thriller', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],41,2021,7.79,미혼
589,홍수현,매드독,조연,여자,"['thriller', 'action']","['wednesday', ' thursday']",['KBS2'],37,2017,8.09,미혼
590,이상우,엉클,주연,남자,"['comedy', 'drama', 'music']","['saturday', ' sunday']","['TV CHOSUN', ' VIKI']",42,2021,7.74,기혼
591,이상우,진심이 닿다,주연,남자,"['romance', 'comedy', 'society', 'drama']","['wednesday', ' thursday']",['TVN'],40,2019,8.19,기혼
592,이상우,같이 살래요,주연,남자,"['drama', 'society', 'romance']","['saturday', ' sunday']",['KBS2'],39,2018,7.73,기혼
593,이상우,행복을 주는 집,주연,남자,"['drama', 'romance']","['saturday', ' sunday']",['MBC'],37,2016,7.69,기혼
594,이상우,부탁해요 엄마,주연,남자,"['drama', 'romance']","['saturday', ' sunday']",['KBS2'],36,2015,7.73,기혼
595,이성재,쇼윈도: 여왕의 집,주연,남자,"['drama', 'thriller', 'romance']","['monday', ' tuesday']","['CHANNEL A', ' VIKI']",52,2021,7.7,기혼
596,이성재,검사내전,주연,남자,"['drama', 'thriller', 'society']","['monday', ' tuesday']",['JTBC'],50,2019,7.78,기혼
597,이성재,어비스,조연,남자,"['thriller', 'comedy', 'romance', 'sf']","['monday', ' tuesday']","['NETFLIX', ' TVN']",50,2019,7.86,기혼
598,이성재,이별이 떠났다,주연,남자,"['drama', 'romance']",['saturday'],['MBC'],49,2018,7.73,기혼
599,정유민,빨강 구두,주연,여자,"['drama', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS2'],31,2021,7.68,정보없음
600,정유민,무정도시,주연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday', ' wednesday', ' thursday', ' friday']",['KBS1'],29,2019,7.7,정보없음
601,정유민,이판사판,조연,여자,"['romance', 'comedy', 'society', 'drama']","['wednesday', ' thursday']",['SBS'],27,2017,7.7,정보없음
602,진구,우월한 하루,주연,남자,"['thriller', 'drama']",['sunday'],['OCN'],43,2022,7.64,기혼
603,진구,리갈하이,주연,남자,"['drama', 'thriller', 'comedy', 'society']","['friday', ' saturday']","['JTBC', ' VIKI']",40,2019,7.69,기혼
604,진구,언터처블,주연,남자,"['thriller', 'action', 'society']","['friday', ' saturday']",['JTBC'],38,2017,7.68,기혼
605,진구,불야성,주연,남자,"['drama', 'society']","['monday', ' tuesday']",['MBC'],37,2016,7.64,기혼
606,진구,태양의 후예,주연,남자,"['comedy', 'action', 'romance']","['wednesday', ' thursday']",['KBS2'],37,2016,8.6,기혼
607,양동근,제3의 매력,조연,남자,"['food', 'comedy', 'romance', 'drama']","['friday', ' saturday']",['JTBC'],40,2018,7.38,기혼
608,유준상,환혼,주연,남자,"['romance', 'sf', 'action', 'hist_war']","['saturday', ' sunday']","['NETFLIX', ' TVN']",54,2022,8.19,기혼
609,유준상,경이로운 소문,주연,남자,"['thriller', 'action', 'drama', 'sf']","['saturday', ' sunday']","['NETFLIX', ' OCN']",52,2020,8.55,기혼
610,유준상,우아한 친구들,주연,남자,"['thriller', 'drama']","['friday', ' saturday']",['JTBC'],52,2020,7.68,기혼
611,유준상,왜그래 풍상씨,주연,남자,"['drama', 'comedy', 'romance']","['wednesday', ' thursday']",['KBS2'],51,2019,7.7,기혼
612,유준상,피리부는 사나이,주연,남자,"['thriller', 'action', 'drama']","['monday', ' tuesday']",['TVN'],48,2016,7.72,기혼
613,유준상,풍문으로 들었소,주연,남자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['SBS'],47,2015,7.7,기혼
614,유지태,화양연화,주연,남자,"['drama', 'romance']","['saturday', ' sunday']",['TVN'],45,2020,7.73,기혼
615,유지태,이몽,주연,남자,"['romance', 'action', 'hist_war', 'society']",['saturday'],['MBC'],44,2019,7.71,기혼
616,유지태,매드독,주연,남자,"['thriller', 'action']","['wednesday', ' thursday']",['KBS2'],42,2017,8.09,기혼
617,유지태,굿 와이프,주연,남자,"['romance', 'drama', 'society']","['friday', ' saturday']",['TVN'],41,2016,7.77,기혼
618,이원종,빙의,조연,남자,"['thriller', 'comedy', 'romance', 'sf']","['wednesday', ' thursday']","['NETFLIX', ' OCN']",54,2019,7.6,기혼
619,이원종,손 the guest,조연,남자,"['thriller', 'sf']","['wednesday', ' thursday']",['OCN'],53,2018,8.25,기혼
620,이원종,맨몸의 소방관,조연,남자,"['thriller', 'action', 'drama']","['wednesday', ' thursday']",['KBS2'],52,2017,7.73,기혼
621,이원종,베이비시터,조연,남자,"['thriller', 'drama']","['monday', ' tuesday']",['KBS2'],51,2016,7.69,기혼
622,이원종,숨은 신분,주연,남자,"['thriller', 'drama']","['monday', ' tuesday']",['TVN'],50,2015,7.7,기혼
623,박선영,엉클,주연,여자,"['comedy', 'drama', 'music']","['saturday', ' sunday']","['TV CHOSUN', ' VIKI']",46,2021,7.74,기혼
624,박선영,부부의 세계,조연,여자,"['drama', 'thriller', 'romance']","['friday', ' saturday']",['JTBC'],45,2020,8.19,기혼
625,박선영,같이 살래요,조연,여자,"['drama', 'society', 'romance']","['saturday', ' sunday']",['KBS2'],43,2018,7.73,기혼
626,이선빈,술꾼도시여자들,주연,여자,"['comedy', 'drama']",['friday'],['TVN'],28,2021,7.94,미혼
627,이선빈,번외수사,주연,여자,"['comedy', 'thriller', 'action', 'drama']","['saturday', ' sunday']",['OCN'],27,2020,7.83,미혼
628,이선빈,위대한 쇼,주연,여자,"['comedy', 'drama', 'society']","['monday', ' tuesday']",['TVN'],26,2019,7.72,미혼
629,이선빈,스케치,주연,여자,"['thriller', 'action', 'sf']","['friday', ' saturday']",['JTBC'],25,2018,7.72,미혼
630,이선빈,크리미널 마인드,주연,여자,"['thriller', 'action', 'drama']","['wednesday', ' thursday']",['TVN'],24,2017,7.74,미혼
631,이선빈,미씽나인,조연,여자,"['drama', 'thriller', 'comedy', 'sf']","['wednesday', ' thursday']",['MBC'],24,2017,7.57,미혼
632,한선화,술꾼도시여자들,주연,여자,"['comedy', 'drama']",['friday'],['TVN'],32,2021,7.94,미혼
633,한선화,언더커버,주연,여자,"['thriller', 'action']","['friday', ' saturday']",['JTBC'],32,2021,7.73,미혼
634,한선화,편의점 샛별이,주연,여자,"['comedy', 'romance', 'action', 'society']","['friday', ' saturday']","['IQIYI', ' SBS']",31,2020,7.7,미혼
635,한선화,학교 2017,주연,여자,"['thriller', 'youth', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],28,2017,8.08,미혼
636,정은지,술꾼도시여자들,주연,여자,"['comedy', 'drama']",['friday'],['TVN'],29,2021,7.94,미혼
637,정은지,언터처블,주연,여자,"['thriller', 'action', 'society']","['friday', ' saturday']",['JTBC'],25,2017,7.68,미혼
638,최시원,술꾼도시여자들,주연,남자,"['comedy', 'drama']",['friday'],['TVN'],36,2021,7.94,미혼
639,최시원,국민 여러분!,주연,남자,"['thriller', 'comedy', 'romance', 'society']","['monday', ' tuesday']",['KBS2'],34,2019,7.7,미혼
640,최시원,변혁의 사랑,주연,남자,"['romance', 'comedy', 'society', 'drama']","['saturday', ' sunday']",['TVN'],32,2017,7.6,미혼
641,최시원,그녀는 예뻤다,주연,남자,"['drama', 'comedy', 'romance']","['wednesday', ' thursday']",['MBC'],30,2015,8.04,미혼
642,유인영,크레이지 러브,조연,여자,"['drama', 'comedy', 'romance']","['monday', ' tuesday']",['KBS2'],39,2022,8.01,미혼
643,유인영,굿캐스팅,주연,여자,"['comedy', 'thriller', 'action', 'drama']","['monday', ' tuesday']",['SBS'],37,2020,7.75,미혼
644,유인영,가면,주연,여자,"['thriller', 'romance']","['wednesday', ' thursday']",['SBS'],32,2015,7.93,미혼
645,유인영,오 마이 비너스,주연,여자,"['romance', 'comedy', 'society', 'drama']","['monday', ' tuesday']",['KBS2'],32,2015,8.2,미혼
646,서은수,미씽: 그들이 있었다,주연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],27,2020,7.99,미혼
647,서은수,리갈하이,주연,여자,"['drama', 'thriller', 'comedy', 'society']","['friday', ' saturday']","['JTBC', ' VIKI']",26,2019,7.69,미혼
648,서은수,하늘에서 내리는 일억 개의 별,조연,여자,"['drama', 'thriller', 'romance']","['thursday', ' wednesday']",['TVN'],25,2018,8.1,미혼
649,서은수,황금빛 내 인생,주연,여자,"['romance', 'comedy', 'society', 'drama']","['saturday', ' sunday']",['KBS2'],24,2017,7.76,미혼
650,서은수,듀얼,주연,여자,"['thriller', 'sf']","['saturday', ' sunday']",['OCN'],24,2017,7.93,미혼
651,안내상,더 로드: 1의 비극,조연,남자,"['thriller', 'drama']","['wednesday', ' thursday']",['TVN'],58,2021,7.68,기혼
652,안내상,미치지 않고서야,조연,남자,"['comedy', 'drama']","['wednesday', ' thursday']",['MBC'],58,2021,7.73,기혼
653,안내상,아내가 바람났다,조연,남자,"['thriller', 'drama']","['monday', ' tuesday']",['MBN'],57,2020,7.71,기혼
654,안내상,나의 나라,조연,남자,"['romance', 'action', 'hist_war', 'drama']","['friday', ' saturday']","['JTBC', ' NETFLIX']",56,2019,8.01,기혼
655,안내상,눈이 부시게,조연,남자,"['drama', 'romance']","['monday', ' tuesday']","['JTBC', ' VIKI']",56,2019,7.93,기혼
